INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182000041,03111,License Violation,LICENSE PREMISE VIOLATION,A1,108,,2018-01-01 01:55:00,2018,1,Monday,1,Part Three,HIGH ST,42.35407456,-71.05533533,"(42.35407456, -71.05533533)"
I182000026,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C6,226,,2018-01-01 01:57:00,2018,1,Monday,1,Part Three,EMERSON ST,42.33438387,-71.03534373,"(42.33438387, -71.03534373)"
I182000243,03114,Investigate Property,INVESTIGATE PROPERTY,B3,413,,2018-01-01 02:00:00,2018,1,Monday,2,Part Three,DRUID ST,42.27727828,-71.07535782,"(42.27727828, -71.07535782)"
I182000411,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,571,,2018-01-01 02:00:00,2018,1,Monday,2,Part Three,WASHINGTON ST,42.31239905,-71.10164174,"(42.31239905, -71.10164174)"
I182000375,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,430,,2018-01-01 02:00:00,2018,1,Monday,2,Part Two,WOODROW AVE,42.28599459,-71.08925761,"(42.28599459, -71.08925761)"
I182000062,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,539,,2018-01-01 02:00:00,2018,1,Monday,2,Part Two,CHARLES ST,42.24919385,-71.1339302,"(42.24919385, -71.13393020)"
I182000034,03115,Investigate Person,INVESTIGATE PERSON,A7,27,,2018-01-01 02:03:00,2018,1,Monday,2,Part Three,SUMNER ST,42.3690812,-71.04021571,"(42.36908120, -71.04021571)"
I182000037,03410,Towed,TOWED MOTOR VEHICLE,D14, ,,2018-01-01 02:12:00,2018,1,Monday,2,Part Three,COMMONWEALTH AVE,,,
I182000042,03301,Verbal Disputes,VERBAL DISPUTE,C6,233,,2018-01-01 02:22:00,2018,1,Monday,2,Part Three,BREWSTER ST,42.33179854,-71.04042186,"(42.33179854, -71.04042186)"
I182000040,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,122,,2018-01-01 02:23:00,2018,1,Monday,2,Part One,TREMONT ST,42.35040583,-71.06512526,"(42.35040583, -71.06512526)"
I182000043,02405,Disorderly Conduct,DISORDERLY CONDUCT,D4,271,,2018-01-01 02:24:00,2018,1,Monday,2,Part Two,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
I182000043,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,271,,2018-01-01 02:24:00,2018,1,Monday,2,Part Two,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
I182000053,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1, ,,2018-01-01 02:29:00,2018,1,Monday,2,Part Three,BEACON ST,,,
I182000039,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,366,,2018-01-01 02:30:00,2018,1,Monday,2,Part Two,FLORIDA ST,42.28991819,-71.05925803,"(42.28991819, -71.05925803)"
I182000210,01402,Vandalism,VANDALISM,C11,388,,2018-01-01 02:30:00,2018,1,Monday,2,Part Two,BROOKVALE ST,42.27894137,-71.0657329,"(42.27894137, -71.06573290)"
I182000035,03207,Property Found,PROPERTY - FOUND,D4,134,,2018-01-01 02:35:00,2018,1,Monday,2,Part Three,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182000050,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,98,,2018-01-01 02:40:00,2018,1,Monday,2,Part One,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)"
I182000050,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,98,,2018-01-01 02:40:00,2018,1,Monday,2,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)"
I182000047,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,130,,2018-01-01 02:43:00,2018,1,Monday,2,Part One,SAINT JAMES AVE,42.34947586,-71.0764015,"(42.34947586, -71.07640150)"
I182000072,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,565,,2018-01-01 02:46:00,2018,1,Monday,2,Part Three,AMERICAN LEGION HWY,42.28929101,-71.10358494,"(42.28929101, -71.10358494)"
I182000044,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,264,,2018-01-01 02:49:00,2018,1,Monday,2,Part Two,GAYLAND ST,42.31989006,-71.07626209,"(42.31989006, -71.07626209)"
I182000055,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15, ,,2018-01-01 02:50:00,2018,1,Monday,2,Part Three,LYNDE S,,,
I182000051,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,575,,2018-01-01 02:50:00,2018,1,Monday,2,Part One,MARMION ST,42.31298674,-71.10289111,"(42.31298674, -71.10289111)"
I182000051,00801,Simple Assault,ASSAULT - SIMPLE,E13,575,,2018-01-01 02:50:00,2018,1,Monday,2,Part Two,MARMION ST,42.31298674,-71.10289111,"(42.31298674, -71.10289111)"
I182000048,03301,Verbal Disputes,VERBAL DISPUTE,C11,337,,2018-01-01 02:57:00,2018,1,Monday,2,Part Three,VAUGHAN AVE,42.30626249,-71.07633157,"(42.30626249, -71.07633157)"
I182000770,03115,Investigate Person,INVESTIGATE PERSON,C6,220,,2018-01-01 03:00:00,2018,1,Monday,3,Part Three,DORCHESTER ST,42.33506966,-71.04653629,"(42.33506966, -71.04653629)"
I182000076,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A1,90,,2018-01-01 03:00:00,2018,1,Monday,3,Part Three,UNION WHARF,42.36528695,-71.04971454,"(42.36528695, -71.04971454)"
I182000057,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,617,,2018-01-01 03:05:00,2018,1,Monday,3,Part Two,HUNTINGTON AVE,42.33860282,-71.09355306,"(42.33860282, -71.09355306)"
I182000060,02914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B2,260,,2018-01-01 03:11:00,2018,1,Monday,3,Part Two,HARLOW ST,42.31915263,-71.07189822,"(42.31915263, -71.07189822)"
I182000049,03111,License Violation,LICENSE PREMISE VIOLATION,A1,117,,2018-01-01 03:14:00,2018,1,Monday,3,Part Three,HARRISON AVE,42.35230244,-71.06133346,"(42.35230244, -71.06133346)"
I182000064,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2, ,,2018-01-01 03:29:00,2018,1,Monday,3,Part Two,,,,
I182000064,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2, ,,2018-01-01 03:29:00,2018,1,Monday,3,Part Three,,,,
I182000054,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,206,,2018-01-01 03:29:00,2018,1,Monday,3,Part Three,SEAPORT BLVD,42.3504955,-71.04289,"(42.35049550, -71.04289000)"
I182000374,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,183,,2018-01-01 03:30:00,2018,1,Monday,3,Part Three,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I182000075,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,438,,2018-01-01 03:35:00,2018,1,Monday,3,Part Three,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)"
I182000079,03110,Police Service Incidents,SERVICE TO OTHER PD OUTSIDE OF MA.,E18,478,,2018-01-01 03:40:00,2018,1,Monday,3,Part Three,RIDLON RD,42.26948025,-71.10613588,"(42.26948025, -71.10613588)"
I182000249,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,421,,2018-01-01 03:50:00,2018,1,Monday,3,Part Two,BANFIELD AVE,42.27684317,-71.08759512,"(42.27684317, -71.08759512)"
I182000249,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,421,,2018-01-01 03:50:00,2018,1,Monday,3,Part Two,BANFIELD AVE,42.27684317,-71.08759512,"(42.27684317, -71.08759512)"
I182000069,00311,Robbery,ROBBERY - COMMERCIAL,C6,174,,2018-01-01 03:57:00,2018,1,Monday,3,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I182000071,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,22,,2018-01-01 04:42:00,2018,1,Monday,4,Part Three,PARIS ST,42.37442697,-71.03527876,"(42.37442697, -71.03527876)"
I182000082,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,816,,2018-01-01 04:57:00,2018,1,Monday,4,Part Two,HOLMAN ST,42.35872616,-71.12982818,"(42.35872616, -71.12982818)"
I182000078,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,279,,2018-01-01 05:01:00,2018,1,Monday,5,Part Three,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)"
I182000077,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,330,,2018-01-01 05:12:00,2018,1,Monday,5,Part One,BLUE HILL AVE,42.3078214,-71.08354076,"(42.30782140, -71.08354076)"
I182000077,03125,Warrant Arrests,WARRANT ARREST,B2,330,,2018-01-01 05:12:00,2018,1,Monday,5,Part Three,BLUE HILL AVE,42.3078214,-71.08354076,"(42.30782140, -71.08354076)"
I182000090,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,566,,2018-01-01 05:39:00,2018,1,Monday,5,Part Three,FRANKLIN PARK RD,42.30224095,-71.08737739,"(42.30224095, -71.08737739)"
I182000085,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,938,,2018-01-01 05:41:00,2018,1,Monday,5,Part Three,FIDELIS WAY,42.3458376,-71.14492138,"(42.34583760, -71.14492138)"
I182000086,03114,Investigate Property,INVESTIGATE PROPERTY,C11,385,,2018-01-01 05:58:00,2018,1,Monday,5,Part Three,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)"
I182000081,03114,Investigate Property,INVESTIGATE PROPERTY,A1,118,,2018-01-01 06:00:00,2018,1,Monday,6,Part Three,TREMONT ST,42.35140041,-71.06480285,"(42.35140041, -71.06480285)"
I182000084,03114,Investigate Property,INVESTIGATE PROPERTY,E18,482,,2018-01-01 06:15:00,2018,1,Monday,6,Part Three,MALTA ST,42.26506676,-71.09768522,"(42.26506676, -71.09768522)"
I182000087,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,944,,2018-01-01 06:19:00,2018,1,Monday,6,Part Three,LUCERNE ST,42.28942453,-71.0869819,"(42.28942453, -71.08698190)"
I182000088,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,432,,2018-01-01 06:22:00,2018,1,Monday,6,Part Three,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)"
I182006785,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,428,,2018-01-01 07:00:00,2018,1,Monday,7,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I182000102,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,300,,2018-01-01 07:07:00,2018,1,Monday,7,Part Three,CEDAR ST,42.32420149,-71.08881078,"(42.32420149, -71.08881078)"
I182000102,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,300,,2018-01-01 07:07:00,2018,1,Monday,7,Part Three,CEDAR ST,42.32420149,-71.08881078,"(42.32420149, -71.08881078)"
I182000091,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,901,,2018-01-01 07:08:00,2018,1,Monday,7,Part Three,TURQUOISE WAY,42.33426744,-71.09713457,"(42.33426744, -71.09713457)"
I182000094,03114,Investigate Property,INVESTIGATE PROPERTY,B3,439,,2018-01-01 07:21:00,2018,1,Monday,7,Part Three,BLUE HILL AVE,42.28987906,-71.08948844,"(42.28987906, -71.08948844)"
I192074364,00619,Larceny,LARCENY ALL OTHERS,A1,107,,2018-01-01 07:30:00,2018,1,Monday,7,Part One,FEDERAL ST,42.35613296,-71.05663451,"(42.35613296, -71.05663451)"
I182000097,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,257,,2018-01-01 07:35:00,2018,1,Monday,7,Part Two,CUSHING AVE,42.31441605,-71.06448504,"(42.31441605, -71.06448504)"
I182000098,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,D14,780,,2018-01-01 07:49:00,2018,1,Monday,7,Part Two,GLENCOE ST,42.35519441,-71.14786584,"(42.35519441, -71.14786584)"
I182000101,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,C11,359,,2018-01-01 07:58:00,2018,1,Monday,7,Part Two,REGINA RD,42.29502823,-71.07203995,"(42.29502823, -71.07203995)"
I182001387,03201,Property Lost,PROPERTY - LOST,E18,545,,2018-01-01 08:00:00,2018,1,Monday,8,Part Three,AUSTIN ST,42.26255492,-71.12569519,"(42.26255492, -71.12569519)"
I182000131,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,501,,2018-01-01 08:00:00,2018,1,Monday,8,Part Two,HYDE PARK AVE,42.28271702,-71.11896225,"(42.28271702, -71.11896225)"
I182000093,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,552,,2018-01-01 08:00:00,2018,1,Monday,8,Part Three,METROPOLITAN AVE,42.27933514,-71.12995009,"(42.27933514, -71.12995009)"
I182000096,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,238,,2018-01-01 08:07:00,2018,1,Monday,8,Part One,DUDLEY ST,42.31768581,-71.06656219,"(42.31768581, -71.06656219)"
I182000100,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,680,,2018-01-01 08:08:00,2018,1,Monday,8,Part Two,CORINTH ST,42.28636893,-71.13005503,"(42.28636893, -71.13005503)"
I182000110,03625,Other,DANGEROUS OR HAZARDOUS CONDITION,B3,426,,2018-01-01 08:30:00,2018,1,Monday,8,Part Three,BLUE HILL AVE,42.26820198,-71.09367344,"(42.26820198, -71.09367344)"
I182000107,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,726,,2018-01-01 08:30:00,2018,1,Monday,8,Part One,SPRING ST,42.27621405,-71.16651219,"(42.27621405, -71.16651219)"
I182001105,03201,Property Lost,PROPERTY - LOST,C6,175,,2018-01-01 08:30:00,2018,1,Monday,8,Part Three,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182000397,02647,Other,THREATS TO DO BODILY HARM,B3,468,,2018-01-01 08:51:00,2018,1,Monday,8,Part Two,HAZLETON ST,42.27997063,-71.09553354,"(42.27997063, -71.09553354)"
I192004301,03114,Investigate Property,INVESTIGATE PROPERTY,A1,81,,2018-01-01 09:00:00,2018,1,Monday,9,Part Three,MICHELANGELO ST,42.3670889,-71.05481065,"(42.36708890, -71.05481065)"
