INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172000609,03001,Medical Assistance,DEATH INVESTIGATION,E5,748,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Three,WESTGATE RD,42.30087728,-71.1663777,"(42.30087728, -71.16637770)"
I172003308,00724,Auto Theft,AUTO THEFT,E18,495,,2017-01-01 00:00:00,2017,1,Sunday,0,Part One,CENTRAL AVE,42.26256555,-71.11868278,"(42.26256555, -71.11868278)"
I172000018,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,193,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Three,DORCHESTER ST,42.33059431,-71.05483844,"(42.33059431, -71.05483844)"
I172008160,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,62,,2017-01-01 00:00:00,2017,1,Sunday,0,Part One,EMERSON PL,42.36445569,-71.06845778,"(42.36445569, -71.06845778)"
I172000529,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,517,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Three,TYLER ST,42.24625203,-71.12479983,"(42.24625203, -71.12479983)"
I172044522,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,381,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Two,GALLIVAN BLVD,42.284543,-71.04531029,"(42.28454300, -71.04531029)"
I172019406,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,403,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Two,WASHINGTON ST,42.28096173,-71.07080703,"(42.28096173, -71.07080703)"
I172033499,01108,Fraud,FRAUD - WELFARE,B3,452,,2017-01-01 00:00:00,2017,1,Sunday,0,Part Two,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
I172027298,01107,Fraud,FRAUD - IMPERSONATION,C6,213,,2017-01-01 00:01:00,2017,1,Sunday,0,Part Two,W THIRD ST,42.33817983,-71.04773769,"(42.33817983, -71.04773769)"
I172005482,00616,Larceny,LARCENY THEFT OF BICYCLE,C6,211,,2017-01-01 00:01:00,2017,1,Sunday,0,Part One,D ST,42.34042575,-71.04894028,"(42.34042575, -71.04894028)"
I172000014,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,357,,2017-01-01 00:01:00,2017,1,Sunday,0,Part Two,IOWA ST,42.30044415,-71.0676802,"(42.30044415, -71.06768020)"
I172017592,01402,Vandalism,VANDALISM,C11,253,,2017-01-01 00:01:00,2017,1,Sunday,0,Part Two,ELM ST,42.29999913,-71.05383633,"(42.29999913, -71.05383633)"
I182039343,02647,Other,THREATS TO DO BODILY HARM,E18,525,,2017-01-01 00:01:00,2017,1,Sunday,0,Part Two,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I172000009,03301,Verbal Disputes,VERBAL DISPUTE,D4,149,,2017-01-01 00:07:00,2017,1,Sunday,0,Part Three,DARTMOUTH ST,42.34767067,-71.07620742,"(42.34767067, -71.07620742)"
I172000328,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2017-01-01 00:10:00,2017,1,Sunday,0,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I172000007,03114,Investigate Property,INVESTIGATE PROPERTY,B3, ,,2017-01-01 00:16:00,2017,1,Sunday,0,Part Three,EVELYN ST,,,
I172000051,03114,Investigate Property,INVESTIGATE PROPERTY,B3,435,,2017-01-01 00:18:00,2017,1,Sunday,0,Part Three,WHITMAN ST,42.28701738,-71.07706453,"(42.28701738, -71.07706453)"
I172000022,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,359,,2017-01-01 00:27:00,2017,1,Sunday,0,Part Three,GREENBRIER ST,42.29598068,-71.0702667,"(42.29598068, -71.07026670)"
I172000230,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,792,,2017-01-01 00:30:00,2017,1,Sunday,0,Part Two,WOODSTOCK AVE,42.34513472,-71.13841346,"(42.34513472, -71.13841346)"
I172000012,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,,2017-01-01 00:38:00,2017,1,Sunday,0,Part Three,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)"
I172000017,03114,Investigate Property,INVESTIGATE PROPERTY,D14,806,,2017-01-01 00:41:00,2017,1,Sunday,0,Part Three,WESTERN AVE,42.36223947,-71.14174147,"(42.36223947, -71.14174147)"
I172000029,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C6,914,,2017-01-01 00:51:00,2017,1,Sunday,0,Part Three,HENRY STERLING SQ,42.32692215,-71.05447525,"(42.32692215, -71.05447525)"
I172000034,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,121,,2017-01-01 00:59:00,2017,1,Sunday,0,Part Three,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I172000044,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,54,,2017-01-01 01:00:00,2017,1,Sunday,1,Part Two,WALKER ST,42.37954034,-71.06650071,"(42.37954034, -71.06650071)"
I172000163,00619,Larceny,LARCENY ALL OTHERS,D4,626,,2017-01-01 01:00:00,2017,1,Sunday,1,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I172000138,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,118,,2017-01-01 01:00:00,2017,1,Sunday,1,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I172000376,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,909,,2017-01-01 01:00:00,2017,1,Sunday,1,Part Two,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
I172000028,03111,License Violation,LICENSE PREMISE VIOLATION,A1,109,,2017-01-01 01:00:00,2017,1,Sunday,1,Part Three,FRANKLIN ST,42.35633324,-71.05440282,"(42.35633324, -71.05440282)"
I172000028,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,109,,2017-01-01 01:00:00,2017,1,Sunday,1,Part One,FRANKLIN ST,42.35633324,-71.05440282,"(42.35633324, -71.05440282)"
I172000011,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,109,,2017-01-01 01:00:00,2017,1,Sunday,1,Part Three,FRANKLIN ST,42.35706352,-71.05308003,"(42.35706352, -71.05308003)"
I172000013,03111,License Violation,LICENSE PREMISE VIOLATION,A1,117,,2017-01-01 01:02:00,2017,1,Sunday,1,Part Three,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I172000027,03410,Towed,TOWED MOTOR VEHICLE,B2,300,,2017-01-01 01:04:00,2017,1,Sunday,1,Part Three,MARCELLA ST,42.32162821,-71.09460243,"(42.32162821, -71.09460243)"
I172000032,03201,Property Lost,PROPERTY - LOST,C11,370,,2017-01-01 01:11:00,2017,1,Sunday,1,Part Three,WILLIAM T MORRISSEY BLVD,42.29409262,-71.04728059,"(42.29409262, -71.04728059)"
I172000021,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,120,,2017-01-01 01:11:00,2017,1,Sunday,1,Part Two,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.06866410)"
I172000031,03502,Missing Person Located,MISSING PERSON - LOCATED,E18,485,,2017-01-01 01:23:00,2017,1,Sunday,1,Part Three,RIVER ST,42.26430493,-71.10061293,"(42.26430493, -71.10061293)"
I172000231,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,115,,2017-01-01 01:30:00,2017,1,Sunday,1,Part Two,BEACH ST,42.3506489,-71.05743746,"(42.35064890, -71.05743746)"
I172000231,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,115,,2017-01-01 01:30:00,2017,1,Sunday,1,Part One,BEACH ST,42.3506489,-71.05743746,"(42.35064890, -71.05743746)"
I172000391,00619,Larceny,LARCENY ALL OTHERS,B3,456,,2017-01-01 01:30:00,2017,1,Sunday,1,Part One,HARLEM ST,42.30021684,-71.0809794,"(42.30021684, -71.08097940)"
I172000363,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,303,,2017-01-01 01:30:00,2017,1,Sunday,1,Part Three,COLUMBUS AVE,42.31614182,-71.09833064,"(42.31614182, -71.09833064)"
I172000038,01402,Vandalism,VANDALISM,D4,618,,2017-01-01 01:31:00,2017,1,Sunday,1,Part Two,HEMENWAY ST,42.34358318,-71.09000353,"(42.34358318, -71.09000353)"
I172000038,03301,Verbal Disputes,VERBAL DISPUTE,D4,618,,2017-01-01 01:31:00,2017,1,Sunday,1,Part Three,HEMENWAY ST,42.34358318,-71.09000353,"(42.34358318, -71.09000353)"
I172000025,03111,License Violation,LICENSE PREMISE VIOLATION,C11,381,,2017-01-01 01:34:00,2017,1,Sunday,1,Part Three,NEPONSET AVE,42.28678712,-71.0449173,"(42.28678712, -71.04491730)"
I172000026,03125,Warrant Arrests,WARRANT ARREST,A1,117,,2017-01-01 01:37:00,2017,1,Sunday,1,Part Three,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I172000026,02610,Other,TRESPASSING,A1,117,,2017-01-01 01:37:00,2017,1,Sunday,1,Part Two,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I172000046,02405,Disorderly Conduct,DISORDERLY CONDUCT,C6,211,,2017-01-01 01:44:00,2017,1,Sunday,1,Part Two,W BROADWAY,42.33836691,-71.05015046,"(42.33836691, -71.05015046)"
I172000036,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,809,,2017-01-01 01:44:00,2017,1,Sunday,1,Part Two,HOLTON ST,42.36007007,-71.13620886,"(42.36007007, -71.13620886)"
I172000046,03111,License Violation,LICENSE PREMISE VIOLATION,C6,211,,2017-01-01 01:44:00,2017,1,Sunday,1,Part Three,W BROADWAY,42.33836691,-71.05015046,"(42.33836691, -71.05015046)"
I172000046,02647,Other,THREATS TO DO BODILY HARM,C6,211,,2017-01-01 01:44:00,2017,1,Sunday,1,Part Two,W BROADWAY,42.33836691,-71.05015046,"(42.33836691, -71.05015046)"
I172000035,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,627,,2017-01-01 01:48:00,2017,1,Sunday,1,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I172000039,02905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,823,,2017-01-01 01:48:00,2017,1,Sunday,1,Part Two,DOWNER AVE,42.31115402,-71.05983754,"(42.31115402, -71.05983754)"
I172000039,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,823,,2017-01-01 01:48:00,2017,1,Sunday,1,Part Three,DOWNER AVE,42.31115402,-71.05983754,"(42.31115402, -71.05983754)"
I172000040,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,644,,2017-01-01 01:57:00,2017,1,Sunday,1,Part Three,DUNSTER RD,42.31006809,-71.11805093,"(42.31006809, -71.11805093)"
I172000065,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,122,,2017-01-01 02:00:00,2017,1,Sunday,2,Part Two,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I172000065,00619,Larceny,LARCENY ALL OTHERS,A1,122,,2017-01-01 02:00:00,2017,1,Sunday,2,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I172000065,00801,Simple Assault,ASSAULT - SIMPLE,A1,122,,2017-01-01 02:00:00,2017,1,Sunday,2,Part Two,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I172000148,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,319,,2017-01-01 02:00:00,2017,1,Sunday,2,Part Three,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
I172006909,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,124,,2017-01-01 02:00:00,2017,1,Sunday,2,Part Three,KNEELAND ST,42.35036313,-71.06055809,"(42.35036313, -71.06055809)"
I172000043,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,318,,2017-01-01 02:00:00,2017,1,Sunday,2,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I172000064,02403,Disorderly Conduct,DISTURBING THE PEACE,A1,116,,2017-01-01 02:02:00,2017,1,Sunday,2,Part Two,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)"
I172000049,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,226,,2017-01-01 02:04:00,2017,1,Sunday,2,Part Two,E FOURTH ST,,,
I172000045,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,,2017-01-01 02:05:00,2017,1,Sunday,2,Part Three,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)"
I172000091,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,179,,2017-01-01 02:10:00,2017,1,Sunday,2,Part One,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
I172000048,02647,Other,THREATS TO DO BODILY HARM,D4,143,,2017-01-01 02:17:00,2017,1,Sunday,2,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I172000048,02405,Disorderly Conduct,DISORDERLY CONDUCT,D4,143,,2017-01-01 02:17:00,2017,1,Sunday,2,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I172000048,02610,Other,TRESPASSING,D4,143,,2017-01-01 02:17:00,2017,1,Sunday,2,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I172000050,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,254,,2017-01-01 02:19:00,2017,1,Sunday,2,Part Three,AUCKLAND ST,42.30961623,-71.05694363,"(42.30961623, -71.05694363)"
I172000058,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,118,,2017-01-01 02:20:00,2017,1,Sunday,2,Part Two,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
I172000058,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,118,,2017-01-01 02:20:00,2017,1,Sunday,2,Part One,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
I172000047,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Y,2017-01-01 02:26:00,2017,1,Sunday,2,Part One,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I172000047,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Y,2017-01-01 02:26:00,2017,1,Sunday,2,Part One,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I172000086,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,903,,2017-01-01 02:30:00,2017,1,Sunday,2,Part Three,TROTTER CT,42.33596847,-71.08129856,"(42.33596847, -71.08129856)"
I172000042,03115,Investigate Person,INVESTIGATE PERSON,A1,121,,2017-01-01 02:33:00,2017,1,Sunday,2,Part Three,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I172000057,03115,Investigate Person,INVESTIGATE PERSON,D14,814,,2017-01-01 02:36:00,2017,1,Sunday,2,Part Three,CAMBRIDGE ST,42.35868007,-71.12432266,"(42.35868007, -71.12432266)"
I172000057,03001,Medical Assistance,DEATH INVESTIGATION,D14,814,,2017-01-01 02:36:00,2017,1,Sunday,2,Part Three,CAMBRIDGE ST,42.35868007,-71.12432266,"(42.35868007, -71.12432266)"
I172000057,03008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D14,814,,2017-01-01 02:36:00,2017,1,Sunday,2,Part Three,CAMBRIDGE ST,42.35868007,-71.12432266,"(42.35868007, -71.12432266)"
I172000057,03008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D14,814,,2017-01-01 02:36:00,2017,1,Sunday,2,Part Three,CAMBRIDGE ST,42.35868007,-71.12432266,"(42.35868007, -71.12432266)"
I172000057,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D14,814,,2017-01-01 02:36:00,2017,1,Sunday,2,Part Three,CAMBRIDGE ST,42.35868007,-71.12432266,"(42.35868007, -71.12432266)"
I172000056,03301,Verbal Disputes,VERBAL DISPUTE,B2,258,,2017-01-01 02:52:00,2017,1,Sunday,2,Part Three,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I172000054,03301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2017-01-01 02:53:00,2017,1,Sunday,2,Part Three,EDGEWOOD ST,42.31845834,-71.08032338,"(42.31845834, -71.08032338)"
I172000059,01402,Vandalism,VANDALISM,A7,17,,2017-01-01 02:54:00,2017,1,Sunday,2,Part Two,SARATOGA ST,42.37950444,-71.02857705,"(42.37950444, -71.02857705)"
I172000707,00301,Robbery,ROBBERY - STREET,C11,351,,2017-01-01 03:00:00,2017,1,Sunday,3,Part One,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I172000069,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,185,,2017-01-01 03:30:00,2017,1,Sunday,3,Part Three,NORFOLK AVE,42.32269854,-71.06699941,"(42.32269854, -71.06699941)"
I172000284,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,387,,2017-01-01 03:35:00,2017,1,Sunday,3,Part Three,ADAMS ST,42.27113353,-71.06819173,"(42.27113353, -71.06819173)"
I172000062,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,162,,2017-01-01 03:41:00,2017,1,Sunday,3,Part Three,ALBANY ST,42.34402658,-71.06206392,"(42.34402658, -71.06206392)"
I172000061,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,,2017-01-01 03:43:00,2017,1,Sunday,3,Part Three,MATTAPAN,,,
I172000081,03115,Investigate Person,INVESTIGATE PERSON,D14,794,,2017-01-01 04:14:00,2017,1,Sunday,4,Part Three,COMMONWEALTH AVE,42.35007201,-71.13202926,"(42.35007201, -71.13202926)"
I172000077,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,774,,2017-01-01 04:14:00,2017,1,Sunday,4,Part Two,SIDLAW RD,42.34008002,-71.15232713,"(42.34008002, -71.15232713)"
I172000068,03207,Property Found,PROPERTY - FOUND,C6,200,,2017-01-01 04:17:00,2017,1,Sunday,4,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I172000084,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,395,,2017-01-01 04:22:00,2017,1,Sunday,4,Part Two,VAN WINKLE ST,42.28250165,-71.0636383,"(42.28250165, -71.06363830)"
I172000075,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,233,,2017-01-01 04:27:00,2017,1,Sunday,4,Part Three,E SEVENTH ST,42.33218904,-71.04143652,"(42.33218904, -71.04143652)"
I172000080,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,619,,2017-01-01 04:30:00,2017,1,Sunday,4,Part One,GAINSBOROUGH ST,42.34260007,-71.09003563,"(42.34260007, -71.09003563)"
I172000083,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,901,,2017-01-01 04:36:00,2017,1,Sunday,4,Part Two,TURQUOISE WAY,42.33426744,-71.09713457,"(42.33426744, -71.09713457)"
I172000078,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2, ,,2017-01-01 04:37:00,2017,1,Sunday,4,Part Three,,,,
I172000082,00311,Robbery,ROBBERY - COMMERCIAL,E18,520,,2017-01-01 04:38:00,2017,1,Sunday,4,Part One,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)"
I172000088,00361,Robbery,ROBBERY - OTHER,A15,49,,2017-01-01 04:39:00,2017,1,Sunday,4,Part One,SULLIVAN SQ,42.38409811,-71.07398964,"(42.38409811, -71.07398964)"
I172000088,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,49,,2017-01-01 04:39:00,2017,1,Sunday,4,Part One,SULLIVAN SQ,42.38409811,-71.07398964,"(42.38409811, -71.07398964)"
I172000100,02629,Harassment,HARASSMENT,B3,418,,2017-01-01 04:51:00,2017,1,Sunday,4,Part Two,CAPEN ST,42.28079417,-71.07882205,"(42.28079417, -71.07882205)"
I172000089,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,28,,2017-01-01 05:00:00,2017,1,Sunday,5,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172000090,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,2017-01-01 05:10:00,2017,1,Sunday,5,Part Three,,,,
I172000099,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,,2017-01-01 05:16:00,2017,1,Sunday,5,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172000099,03125,Warrant Arrests,WARRANT ARREST,A7,28,,2017-01-01 05:16:00,2017,1,Sunday,5,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172000102,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,19,,2017-01-01 06:01:00,2017,1,Sunday,6,Part Three,SARATOGA ST,42.37784577,-71.03303551,"(42.37784577, -71.03303551)"
I172000093,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,519,,2017-01-01 06:04:06,2017,1,Sunday,6,Part Three,CENTRAL AVE,42.25863113,-71.12088961,"(42.25863113, -71.12088961)"
I172000092,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,170,,2017-01-01 06:07:00,2017,1,Sunday,6,Part One,HARRISON AVE,42.335007,-71.075067,"(42.33500700, -71.07506700)"
I172000094,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,456,,2017-01-01 06:09:00,2017,1,Sunday,6,Part One,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.07955160)"
I172000095,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,486,,2017-01-01 06:41:00,2017,1,Sunday,6,Part Three,RALSTON RD,42.26572445,-71.10313612,"(42.26572445, -71.10313612)"
I172000097,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,768,,2017-01-01 06:46:00,2017,1,Sunday,6,Part Three,N BEACON ST,42.35733055,-71.15356929,"(42.35733055, -71.15356929)"
I172000096,03114,Investigate Property,INVESTIGATE PROPERTY,D4,594,,2017-01-01 06:50:00,2017,1,Sunday,6,Part Three,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.34243945, -71.08445530)"
I172000582,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,556,,2017-01-01 07:00:00,2017,1,Sunday,7,Part Three,CANTERBURY ST,42.2780461,-71.12257569,"(42.27804610, -71.12257569)"
I172000103,03125,Warrant Arrests,WARRANT ARREST,B3,468,,2017-01-01 07:07:00,2017,1,Sunday,7,Part Three,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I172000103,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,468,,2017-01-01 07:07:00,2017,1,Sunday,7,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I172000106,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,455,,2017-01-01 07:09:00,2017,1,Sunday,7,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
