INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162032576,02610,Other,TRESPASSING,A1,111,,2016-04-27 06:25:00,2016,4,Wednesday,6,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I162032568,03301,Verbal Disputes,VERBAL DISPUTE,B2,330,,2016-04-27 06:32:00,2016,4,Wednesday,6,Part Three,BLUE HILL AVE,42.3078214,-71.08354076,"(42.30782140, -71.08354076)"
I162032570,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D14,752,,2016-04-27 06:58:00,2016,4,Wednesday,6,Part Three,BRECK AVE,42.350546,-71.167663,"(42.35054600, -71.16766300)"
I162032569,03207,Property Found,PROPERTY - FOUND,D14,816,,2016-04-27 07:00:00,2016,4,Wednesday,7,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I162032595,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,312,,2016-04-27 07:15:00,2016,4,Wednesday,7,Part One,HUMBOLDT AVE,42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
I162032573,03130,Search Warrants,SEARCH WARRANT,B2,327,,2016-04-27 07:19:00,2016,4,Wednesday,7,Part Three,WAYLAND ST,42.31368925,-71.0742708,"(42.31368925, -71.07427080)"
I162032575,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,2016-04-27 07:28:00,2016,4,Wednesday,7,Part One,COMMONWEALTH AVE,42.34883961,-71.09089641,"(42.34883961, -71.09089641)"
I162032575,01402,Vandalism,VANDALISM,D4,621,,2016-04-27 07:28:00,2016,4,Wednesday,7,Part Two,COMMONWEALTH AVE,42.34883961,-71.09089641,"(42.34883961, -71.09089641)"
I162032584,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,B3,426,,2016-04-27 07:44:00,2016,4,Wednesday,7,Part One,BABSON ST,42.27064633,-71.09271881,"(42.27064633, -71.09271881)"
I162032800,03207,Property Found,PROPERTY - FOUND,D14,776,,2016-04-27 07:52:00,2016,4,Wednesday,7,Part Three,COMMONWEALTH AVE,42.34180625,-71.14783509,"(42.34180625, -71.14783509)"
I162032586,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,30,,2016-04-27 07:56:00,2016,4,Wednesday,7,Part Three,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)"
I162032587,03410,Towed,TOWED MOTOR VEHICLE,A1,81,,2016-04-27 08:00:00,2016,4,Wednesday,8,Part Three,SALEM ST,42.36671934,-71.05450994,"(42.36671934, -71.05450994)"
I162037003,01107,Fraud,FRAUD - IMPERSONATION,B2,329,,2016-04-27 08:00:00,2016,4,Wednesday,8,Part Two,COLUMBIA RD,42.30629234,-71.07803259,"(42.30629234, -71.07803259)"
I162032640,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,461,,2016-04-27 08:00:00,2016,4,Wednesday,8,Part One,ELDON ST,42.3032397,-71.07785396,"(42.30323970, -71.07785396)"
I162032871,03410,Towed,TOWED MOTOR VEHICLE,E13,570,,2016-04-27 08:11:00,2016,4,Wednesday,8,Part Three,ROSSMORE RD,42.30530021,-71.10799766,"(42.30530021, -71.10799766)"
I162032578,02629,Harassment,HARASSMENT,E18,493,,2016-04-27 08:18:00,2016,4,Wednesday,8,Part Two,RIVER ST,42.26062899,-71.11523335,"(42.26062899, -71.11523335)"
I162032597,03410,Towed,TOWED MOTOR VEHICLE,C6,211,,2016-04-27 08:22:00,2016,4,Wednesday,8,Part Three,W SECOND ST,42.33964941,-71.04849956,"(42.33964941, -71.04849956)"
I162032779,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,115,,2016-04-27 08:30:00,2016,4,Wednesday,8,Part One,ATLANTIC AVE,42.3499784,-71.05683752,"(42.34997840, -71.05683752)"
I162032588,02629,Harassment,HARASSMENT,E18,498,,2016-04-27 08:47:00,2016,4,Wednesday,8,Part Two,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I162032580,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,800,,2016-04-27 08:48:00,2016,4,Wednesday,8,Part Two,GARDNER ST,42.35367844,-71.12861785,"(42.35367844, -71.12861785)"
I162032579,03410,Towed,TOWED MOTOR VEHICLE,E13,906,,2016-04-27 08:48:00,2016,4,Wednesday,8,Part Three,MINDEN ST,42.32496762,-71.10431477,"(42.32496762, -71.10431477)"
I162032635,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,403,,2016-04-27 08:50:00,2016,4,Wednesday,8,Part Three,CROFTLAND AVE,42.28080254,-71.07015048,"(42.28080254, -71.07015048)"
I162032623,01402,Vandalism,VANDALISM,C6,936,,2016-04-27 09:00:00,2016,4,Wednesday,9,Part Two,W BROADWAY,42.33930416,-71.05160423,"(42.33930416, -71.05160423)"
I162032602,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2016-04-27 09:03:00,2016,4,Wednesday,9,Part Three,,,,
I162032602,02905,Violations,VAL - OPERATING WITHOUT LICENSE,D4, ,,2016-04-27 09:03:00,2016,4,Wednesday,9,Part Two,,,,
I162032638,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,461,,2016-04-27 09:10:00,2016,4,Wednesday,9,Part One,ELDON ST,42.3032397,-71.07785396,"(42.30323970, -71.07785396)"
I162032591,03301,Verbal Disputes,VERBAL DISPUTE,E5,563,,2016-04-27 09:11:00,2016,4,Wednesday,9,Part Three,FLORENCE ST,42.28730075,-71.12155582,"(42.28730075, -71.12155582)"
I162032585,01402,Vandalism,VANDALISM,D4, ,,2016-04-27 09:13:00,2016,4,Wednesday,9,Part Two,,,,
I162032585,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,,2016-04-27 09:13:00,2016,4,Wednesday,9,Part One,,,,
I162032590,03115,Investigate Person,INVESTIGATE PERSON,B3,427,,2016-04-27 09:17:00,2016,4,Wednesday,9,Part Three,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
I162032596,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,914,,2016-04-27 09:24:00,2016,4,Wednesday,9,Part Three,OLD COLONY AVE,42.32422562,-71.05242608,"(42.32422562, -71.05242608)"
I162032594,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,325,,2016-04-27 09:27:00,2016,4,Wednesday,9,Part Two,WOODCLIFF ST,42.31610241,-71.07756199,"(42.31610241, -71.07756199)"
I162032593,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,912,,2016-04-27 09:35:00,2016,4,Wednesday,9,Part Three,HEATH ST,42.32638832,-71.10181751,"(42.32638832, -71.10181751)"
I162032626,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,,2016-04-27 09:40:00,2016,4,Wednesday,9,Part Three,,,,
I162032606,03301,Verbal Disputes,VERBAL DISPUTE,B2,310,,2016-04-27 09:43:00,2016,4,Wednesday,9,Part Three,HAZELWOOD CT,42.31785103,-71.08499096,"(42.31785103, -71.08499096)"
I162032637,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,70,,2016-04-27 09:45:00,2016,4,Wednesday,9,Part One,CHARLES ST,42.35777537,-71.07029693,"(42.35777537, -71.07029693)"
I162032592,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,502,,2016-04-27 09:50:00,2016,4,Wednesday,9,Part Three,PHILBRICK ST,42.28545883,-71.11802667,"(42.28545883, -71.11802667)"
I162032620,03410,Towed,TOWED MOTOR VEHICLE,D14,756,,2016-04-27 09:56:00,2016,4,Wednesday,9,Part Three,BIGELOW ST,42.35199741,-71.16768308,"(42.35199741, -71.16768308)"
I162032619,00613,Larceny,LARCENY SHOPLIFTING,E18,525,,2016-04-27 10:00:00,2016,4,Wednesday,10,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I162034301,02405,Disorderly Conduct,DISORDERLY CONDUCT,B3,435,,2016-04-27 10:00:00,2016,4,Wednesday,10,Part Two,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I162032612,02647,Other,THREATS TO DO BODILY HARM,B3,457,,2016-04-27 10:04:00,2016,4,Wednesday,10,Part Two,PAGE ST,42.29939553,-71.08300168,"(42.29939553, -71.08300168)"
I162032622,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,316,,2016-04-27 10:10:00,2016,4,Wednesday,10,Part Two,HAROLD ST,42.31223855,-71.09315991,"(42.31223855, -71.09315991)"
I162032603,01870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,D4,119,,2016-04-27 10:11:00,2016,4,Wednesday,10,Part Two,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I162032611,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,175,,2016-04-27 10:26:00,2016,4,Wednesday,10,Part Three,BRADSTON ST,42.33374643,-71.07020353,"(42.33374643, -71.07020353)"
I162032614,03301,Verbal Disputes,VERBAL DISPUTE,B2,262,,2016-04-27 10:26:00,2016,4,Wednesday,10,Part Three,WOODVILLE ST,42.32133396,-71.07581186,"(42.32133396, -71.07581186)"
I162032616,03001,Medical Assistance,DEATH INVESTIGATION,B3,944,,2016-04-27 10:31:00,2016,4,Wednesday,10,Part Three,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
I162032610,00619,Larceny,LARCENY ALL OTHERS,D14,789,,2016-04-27 10:33:00,2016,4,Wednesday,10,Part One,SUTHERLAND RD,42.33724258,-71.15009077,"(42.33724258, -71.15009077)"
I162032615,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,620,,2016-04-27 10:42:00,2016,4,Wednesday,10,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I162032615,00613,Larceny,LARCENY SHOPLIFTING,D4,620,,2016-04-27 10:42:00,2016,4,Wednesday,10,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I162032624,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,311,,2016-04-27 10:44:00,2016,4,Wednesday,10,Part Three,WORDSWORTH ST,42.38492212,-71.0174635,"(42.38492212, -71.01746350)"
I162032636,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,173,,2016-04-27 10:46:00,2016,4,Wednesday,10,Part Three,KNEELAND ST,42.34994662,-71.05892052,"(42.34994662, -71.05892052)"
I162032648,01402,Vandalism,VANDALISM,D4,169,,2016-04-27 10:56:00,2016,4,Wednesday,10,Part Two,E CONCORD ST,42.33572403,-71.07232651,"(42.33572403, -71.07232651)"
I162032618,02610,Other,TRESPASSING,C11,257,,2016-04-27 11:04:00,2016,4,Wednesday,11,Part Two,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I162032618,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,257,,2016-04-27 11:04:00,2016,4,Wednesday,11,Part Two,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I162032621,03410,Towed,TOWED MOTOR VEHICLE,E13,578,,2016-04-27 11:16:00,2016,4,Wednesday,11,Part Three,FORBES ST,42.3211829,-71.1068278,"(42.32118290, -71.10682780)"
I162032643,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,601,,2016-04-27 11:23:00,2016,4,Wednesday,11,Part Two,TREMONT ST,42.33258958,-71.10031377,"(42.33258958, -71.10031377)"
I162032639,03115,Investigate Person,INVESTIGATE PERSON,C11,389,,2016-04-27 11:28:00,2016,4,Wednesday,11,Part Three,RANGELEY ST,42.28065953,-71.0604167,"(42.28065953, -71.06041670)"
I162099544,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,124,,2016-04-27 11:30:00,2016,4,Wednesday,11,Part Two,TYLER ST,42.34888042,-71.06149764,"(42.34888042, -71.06149764)"
I162032632,00724,Auto Theft,AUTO THEFT,B3,437,,2016-04-27 11:40:00,2016,4,Wednesday,11,Part One,,,,
I162032634,03170,Other,INTIMIDATING WITNESS,A7,26,,2016-04-27 11:43:00,2016,4,Wednesday,11,Part Three,MERIDIAN ST,42.37100549,-71.03897689,"(42.37100549, -71.03897689)"
I162032661,03807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,259,,2016-04-27 11:50:00,2016,4,Wednesday,11,Part Three,MAGNOLIA ST,42.31478432,-71.07160997,"(42.31478432, -71.07160997)"
I162032674,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,597,,2016-04-27 11:53:00,2016,4,Wednesday,11,Part One,MASSACHUSETTS AVE,42.33992934,-71.08105852,"(42.33992934, -71.08105852)"
I162033073,03115,Investigate Person,INVESTIGATE PERSON,A7,14,,2016-04-27 12:00:00,2016,4,Wednesday,12,Part Three,BYRON ST,42.38439979,-71.01832187,"(42.38439979, -71.01832187)"
I162034598,00724,Auto Theft,AUTO THEFT,D4,130,,2016-04-27 12:00:00,2016,4,Wednesday,12,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I162050217,03115,Investigate Person,INVESTIGATE PERSON,E5,695,,2016-04-27 12:00:00,2016,4,Wednesday,12,Part Three,CENTRE ST,42.28642835,-71.15427278,"(42.28642835, -71.15427278)"
I162032722,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,493,,2016-04-27 12:00:00,2016,4,Wednesday,12,Part Two,WOOD AVE,42.26467396,-71.10987854,"(42.26467396, -71.10987854)"
I162032654,01402,Vandalism,VANDALISM,D4,128,,2016-04-27 12:10:00,2016,4,Wednesday,12,Part Two,CAHNERS PL,42.34834663,-71.07323371,"(42.34834663, -71.07323371)"
I162032645,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-04-27 12:14:00,2016,4,Wednesday,12,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I162032885,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,220,,2016-04-27 12:15:00,2016,4,Wednesday,12,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I162032885,03115,Investigate Person,INVESTIGATE PERSON,C6,220,,2016-04-27 12:15:00,2016,4,Wednesday,12,Part Three,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I162032650,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,286,,2016-04-27 12:35:00,2016,4,Wednesday,12,Part Three,RUGGLES ST,42.334912,-71.088464,"(42.33491200, -71.08846400)"
I162032666,03821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,594,,2016-04-27 12:35:00,2016,4,Wednesday,12,Part Three,GAINSBOROUGH ST,42.34089503,-71.08566114,"(42.34089503, -71.08566114)"
I162032680,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,20,,2016-04-27 12:42:00,2016,4,Wednesday,12,Part Three,CHELSEA ST,42.37699863,-71.03051887,"(42.37699863, -71.03051887)"
I162032657,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,,2016-04-27 12:45:00,2016,4,Wednesday,12,Part Two,BROOKVALE ST,42.27894137,-71.0657329,"(42.27894137, -71.06573290)"
I162032656,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,319,,2016-04-27 12:50:00,2016,4,Wednesday,12,Part Two,HARTWELL ST,42.30816592,-71.08519069,"(42.30816592, -71.08519069)"
I162051008,03502,Missing Person Located,MISSING PERSON - LOCATED,D4,165,,2016-04-27 12:52:00,2016,4,Wednesday,12,Part Three,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I162032681,00619,Larceny,LARCENY ALL OTHERS,A15,53,,2016-04-27 12:53:00,2016,4,Wednesday,12,Part One,AUBURN ST,42.38104931,-71.06929084,"(42.38104931, -71.06929084)"
I162032659,03301,Verbal Disputes,VERBAL DISPUTE,C11,823,,2016-04-27 12:56:00,2016,4,Wednesday,12,Part Three,CUSHING AVE,42.3134571,-71.06271009,"(42.31345710, -71.06271009)"
I162032655,03115,Investigate Person,INVESTIGATE PERSON,B3,456,,2016-04-27 13:04:00,2016,4,Wednesday,13,Part Three,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162032664,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,178,,2016-04-27 13:07:00,2016,4,Wednesday,13,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I162032739,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,181,,2016-04-27 13:17:00,2016,4,Wednesday,13,Part Three,ALLERTON ST,42.32755105,-71.0691618,"(42.32755105, -71.06916180)"
I162032660,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,117,,2016-04-27 13:18:00,2016,4,Wednesday,13,Part Three,KNEELAND ST,42.35070525,-71.06185179,"(42.35070525, -71.06185179)"
I162032667,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,21,,2016-04-27 13:21:00,2016,4,Wednesday,13,Part One,BREMEN ST,42.37474388,-71.03207627,"(42.37474388, -71.03207627)"
I162032662,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,593,,2016-04-27 13:23:00,2016,4,Wednesday,13,Part Three,BINNEY ST,42.33605354,-71.10846519,"(42.33605354, -71.10846519)"
I162032693,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2016-04-27 13:24:00,2016,4,Wednesday,13,Part Three,PARK ST,42.29721878,-71.0656559,"(42.29721878, -71.06565590)"
I192007926,03115,Investigate Person,INVESTIGATE PERSON,D14,783,,2016-04-27 13:30:00,2016,4,Wednesday,13,Part Three,CAMBRIDGE ST,42.3499624,-71.14762531,"(42.34996240, -71.14762531)"
I162032675,02629,Harassment,HARASSMENT,B2,298,,2016-04-27 13:31:00,2016,4,Wednesday,13,Part Two,OBIERNE PL,42.32319806,-71.08908618,"(42.32319806, -71.08908618)"
I162032682,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,680,,2016-04-27 13:34:00,2016,4,Wednesday,13,Part Two,CORINTH ST,42.28569303,-71.12894451,"(42.28569303, -71.12894451)"
I162032682,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,680,,2016-04-27 13:34:00,2016,4,Wednesday,13,Part Two,CORINTH ST,42.28569303,-71.12894451,"(42.28569303, -71.12894451)"
I162032669,01874,Drug Violation,DRUGS - OTHER,C11,355,,2016-04-27 13:47:00,2016,4,Wednesday,13,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I162032671,00619,Larceny,LARCENY ALL OTHERS,D4,627,,2016-04-27 13:49:00,2016,4,Wednesday,13,Part One,PETERBOROUGH ST,42.34280177,-71.1006951,"(42.34280177, -71.10069510)"
I162032686,00613,Larceny,LARCENY SHOPLIFTING,D4,147,,2016-04-27 13:58:00,2016,4,Wednesday,13,Part One,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.34114797, -71.08246189)"
I162032685,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,212,,2016-04-27 14:03:00,2016,4,Wednesday,14,Part Three,,,,
I162032684,03115,Investigate Person,INVESTIGATE PERSON,E5,680,,2016-04-27 14:07:00,2016,4,Wednesday,14,Part Three,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)"
I162032687,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,914,,2016-04-27 14:10:00,2016,4,Wednesday,14,Part Three,OLD COLONY AVE,42.32335251,-71.05241954,"(42.32335251, -71.05241954)"
I162032679,03115,Investigate Person,INVESTIGATE PERSON,B3,433,,2016-04-27 14:10:00,2016,4,Wednesday,14,Part Three,CORBET ST,42.28204037,-71.08342665,"(42.28204037, -71.08342665)"
I162032709,03502,Missing Person Located,MISSING PERSON - LOCATED,C11,402,,2016-04-27 14:15:00,2016,4,Wednesday,14,Part Three,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I162032709,03501,Missing Person Reported,MISSING PERSON,C11,402,,2016-04-27 14:15:00,2016,4,Wednesday,14,Part Three,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I162032683,03130,Search Warrants,SEARCH WARRANT,A1,77,,2016-04-27 14:21:00,2016,4,Wednesday,14,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I162032705,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,187,,2016-04-27 14:25:00,2016,4,Wednesday,14,Part Three,HARVEST ST,42.32322437,-71.05896841,"(42.32322437, -71.05896841)"
I162032691,00613,Larceny,LARCENY SHOPLIFTING,B3,476,,2016-04-27 14:35:00,2016,4,Wednesday,14,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162032763,02629,Harassment,HARASSMENT,E18,487,,2016-04-27 14:35:00,2016,4,Wednesday,14,Part Two,RADCLIFFE RD,42.26644911,-71.10602031,"(42.26644911, -71.10602031)"
I162032692,03125,Warrant Arrests,WARRANT ARREST,D4, ,,2016-04-27 14:36:00,2016,4,Wednesday,14,Part Three,MASSACHUSETTS AVE,,,
I162032698,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,797,,2016-04-27 14:44:00,2016,4,Wednesday,14,Part Three,HARRY AGGANIS WAY,42.35294776,-71.11822084,"(42.35294776, -71.11822084)"
I162062179,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,292,,2016-04-27 14:50:00,2016,4,Wednesday,14,Part Two,LAMBERT AVE,42.32847358,-71.08952204,"(42.32847358, -71.08952204)"
I162032699,03115,Investigate Person,INVESTIGATE PERSON,A7,32,,2016-04-27 14:51:00,2016,4,Wednesday,14,Part Three,COTTAGE ST,42.36891445,-71.03399585,"(42.36891445, -71.03399585)"
I162032701,00801,Simple Assault,ASSAULT - SIMPLE,E18,496,,2016-04-27 14:54:00,2016,4,Wednesday,14,Part Two,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I162032694,03115,Investigate Person,INVESTIGATE PERSON,B3,421,,2016-04-27 14:55:00,2016,4,Wednesday,14,Part Three,DELHI ST,42.27607035,-71.0896364,"(42.27607035, -71.08963640)"
I162032748,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,,2016-04-27 14:56:00,2016,4,Wednesday,14,Part Three,COLUMBIA RD,,,
I162033600,03115,Investigate Person,INVESTIGATE PERSON,B3,456,,2016-04-27 15:00:00,2016,4,Wednesday,15,Part Three,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.07955160)"
I162032696,01402,Vandalism,VANDALISM,C11,415,,2016-04-27 15:07:00,2016,4,Wednesday,15,Part Two,WASHINGTON ST,42.27963256,-71.07000176,"(42.27963256, -71.07000176)"
I162032704,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,267,,2016-04-27 15:10:00,2016,4,Wednesday,15,Part Three,MOUNT PLEASANT AVE,42.3263576,-71.07886301,"(42.32635760, -71.07886301)"
I162032729,02629,Harassment,HARASSMENT,D4,273,,2016-04-27 15:20:00,2016,4,Wednesday,15,Part Two,WASHINGTON ST,42.3354351,-71.07840204,"(42.33543510, -71.07840204)"
I162032710,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,334,,2016-04-27 15:28:00,2016,4,Wednesday,15,Part Two,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I162032725,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,932,,2016-04-27 15:32:00,2016,4,Wednesday,15,Part Two,WASHINGTON ST,42.27581799,-71.13991259,"(42.27581799, -71.13991259)"
I162032708,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,441,,2016-04-27 15:35:00,2016,4,Wednesday,15,Part Two,HARVARD ST,42.29592322,-71.08436874,"(42.29592322, -71.08436874)"
I162032719,03114,Investigate Property,INVESTIGATE PROPERTY,B3,414,,2016-04-27 15:37:00,2016,4,Wednesday,15,Part Three,MORTON ST,42.27449532,-71.07132307,"(42.27449532, -71.07132307)"
I162032707,03301,Verbal Disputes,VERBAL DISPUTE,E18,487,,2016-04-27 15:44:00,2016,4,Wednesday,15,Part Three,RADCLIFFE RD,42.26644911,-71.10602031,"(42.26644911, -71.10602031)"
I162032700,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,116,,2016-04-27 15:46:00,2016,4,Wednesday,15,Part Two,KNEELAND ST,42.35053569,-71.061194,"(42.35053569, -71.06119400)"
I162032700,03125,Warrant Arrests,WARRANT ARREST,A1,116,,2016-04-27 15:46:00,2016,4,Wednesday,15,Part Three,KNEELAND ST,42.35053569,-71.061194,"(42.35053569, -71.06119400)"
I162032703,02647,Other,THREATS TO DO BODILY HARM,D14,749,,2016-04-27 15:52:00,2016,4,Wednesday,15,Part Two,COMMONWEALTH AVE,42.3390647,-71.15642795,"(42.33906470, -71.15642795)"
I162032714,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,328,,2016-04-27 15:53:00,2016,4,Wednesday,15,Part Three,CEYLON ST,42.30963475,-71.07321346,"(42.30963475, -71.07321346)"
I162032706,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,426,,2016-04-27 15:53:00,2016,4,Wednesday,15,Part Three,BLUE HILL AVE,42.26820198,-71.09367344,"(42.26820198, -71.09367344)"
I162032731,03115,Investigate Person,INVESTIGATE PERSON,D14,956,,2016-04-27 15:54:00,2016,4,Wednesday,15,Part Three,WASHINGTON ST,42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
I162033512,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,189,,2016-04-27 16:00:00,2016,4,Wednesday,16,Part Three,BUTTONWOOD ST,42.32338233,-71.05589589,"(42.32338233, -71.05589589)"
I162032771,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D14,816,,2016-04-27 16:00:00,2016,4,Wednesday,16,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I162032801,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,167,,2016-04-27 16:00:00,2016,4,Wednesday,16,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I162044503,00724,Auto Theft,AUTO THEFT,A1,70,,2016-04-27 16:00:00,2016,4,Wednesday,16,Part One,CHESTNUT ST,42.35727682,-71.06869851,"(42.35727682, -71.06869851)"
I162032715,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,150,,2016-04-27 16:14:00,2016,4,Wednesday,16,Part One,CLARENDON ST,42.3467947,-71.07329384,"(42.34679470, -71.07329384)"
